Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD, Sales_Volume ,Sales_Classification,,,,
M5,2023,Asia,Red,Electric,Manual,4.2,64313,47394,"2,218.00",Low,,,,
M3,2019,South America,Grey,Petrol,Automatic,4.6,75177,46257,"3,528.00",Low,,,,
X5,2013,Africa,Silver,Diesel,Automatic,3.6,79849,68091,500,Low,,,,
3 Series,2018,Europe,Red,Petrol,Automatic,4.8,199084,80403,"2,766.00",Low,,,,
X1,2024,Africa,Red,Petrol,Automatic,3.5,194096,102332,"6,037.00",Low,,,,
i3,2024,North America,Blue,Hybrid,Automatic,3.3,124318,105100,"8,276.00",High,,,,
i8,2021,Africa,Red,Petrol,Manual,2.2,136782,63476,"6,917.00",Low,,,,
M3,2024,Asia,Blue,Electric,Automatic,4.2,53887,119655,"3,156.00",Low,,,,
M3,2022,Europe,Red,Petrol,Manual,3.9,65293,91432,"1,547.00",Low,,,,
i3,2014,Asia,Black,Hybrid,Manual,3.1,54282,86092,"3,584.00",Low,,,,
5 Series,2018,Asia,Red,Hybrid,Automatic,1.8,16714,87835,"7,585.00",High,,,,
X6,2019,Asia,Silver,Hybrid,Manual,1.9,178673,34024,"3,341.00",Low,,,,
3 Series,2022,Africa,Silver,Hybrid,Manual,1.9,32015,87130,950,Low,,,,
M3,2019,Europe,Grey,Diesel,Automatic,2.8,101673,95943,"1,217.00",Low,,,,
X3,2019,Asia,Silver,Petrol,Manual,2.1,151425,70726,"5,915.00",Low,,,,
X3,2021,Asia,Silver,Hybrid,Manual,4.5,26458,35067,407,Low,,,,
X3,2019,South America,Blue,Hybrid,Manual,4.6,125908,88512,"9,440.00",High,,,,
M5,2015,Asia,Black,Petrol,Manual,4.5,107186,59974,"2,499.00",Low,,,,
M5,2017,Europe,Blue,Diesel,Automatic,3.6,123943,107637,411,Low,,,,
5 Series,2014,Middle East,White,Electric,Manual,3.6,64607,52385,"8,225.00",High,,,,
X3,2014,North America,Grey,Diesel,Manual,4.6,158993,39766,"1,447.00",Low,,,,
X3,2012,Europe,White,Electric,Automatic,2.9,145081,97329,"2,423.00",Low,,,,
M3,2016,Asia,Blue,Petrol,Automatic,1.7,127956,39928,"4,926.00",Low,,,,
X1,2011,South America,White,Diesel,Manual,3.1,13045,35698,"6,320.00",Low,,,,
X6,2020,North America,Black,Diesel,Manual,3.4,187981,58885,"5,190.00",Low,,,,
i3,2021,Middle East,Black,Electric,Manual,3.4,1476,91178,692,Low,,,,
5 Series,2012,North America,Blue,Hybrid,Automatic,2.1,151168,50579,"9,135.00",High,,,,
X1,2024,Europe,Black,Diesel,Manual,4.2,35470,49118,"7,741.00",High,,,,
X5,2011,Europe,Blue,Diesel,Automatic,4.1,94553,102330,"3,809.00",Low,,,,
M3,2024,Asia,White,Diesel,Manual,2.3,150339,35414,"3,764.00",Low,,,,
7 Series,2022,South America,Black,Hybrid,Manual,3.4,135126,69981,"9,468.00",High,,,,
M3,2017,Africa,Silver,Hybrid,Automatic,4.3,45694,115822,478,Low,,,,
X5,2013,South America,White,Petrol,Automatic,1.5,139483,62806,"2,979.00",Low,,,,
i3,2019,Middle East,Black,Electric,Manual,2.5,37034,34747,"9,139.00",High,,,,
7 Series,2017,South America,Black,Electric,Manual,3.2,184380,39859,"7,464.00",High,,,,
M3,2017,South America,Grey,Petrol,Automatic,4.5,141388,67106,"4,292.00",Low,,,,
X3,2017,Europe,White,Petrol,Manual,4.3,98569,73571,"6,135.00",Low,,,,
i3,2017,Africa,Silver,Petrol,Automatic,2,167978,70630,"4,103.00",Low,,,,
3 Series,2017,Africa,Silver,Hybrid,Automatic,3.1,184265,50622,"1,802.00",Low,,,,
5 Series,2021,Middle East,Blue,Hybrid,Automatic,2.6,39352,71895,"4,167.00",Low,,,,
5 Series,2018,North America,White,Hybrid,Automatic,2.9,116544,49379,"8,805.00",High,,,,
X5,2011,North America,White,Petrol,Automatic,3.4,171579,102569,"3,154.00",Low,,,,
X5,2018,Africa,Black,Hybrid,Automatic,3.2,116837,111397,"6,929.00",Low,,,,
X3,2017,Asia,White,Diesel,Automatic,2,148860,111620,"5,038.00",Low,,,,
i8,2020,South America,Black,Electric,Manual,1.9,115355,92941,"2,024.00",Low,,,,
3 Series,2019,North America,White,Diesel,Manual,2,27909,94016,"1,537.00",Low,,,,
X3,2010,Middle East,White,Petrol,Manual,4.4,115565,30075,"3,792.00",Low,,,,
X3,2023,Europe,Black,Hybrid,Automatic,1.6,37467,60662,"1,340.00",Low,,,,
X5,2014,South America,White,Electric,Automatic,2.2,132652,59897,"1,235.00",Low,,,,
i3,2020,North America,Silver,Hybrid,Automatic,4.8,198888,46724,"8,987.00",High,,,,
5 Series,2011,North America,Red,Hybrid,Automatic,1.7,5107,44182,"1,008.00",Low,,,,
i8,2019,Europe,Black,Petrol,Automatic,1.6,136412,41308,"3,525.00",Low,,,,
7 Series,2014,Middle East,Red,Hybrid,Manual,2.9,132352,96444,"4,467.00",Low,,,,
M3,2022,North America,Silver,Diesel,Manual,2,67228,37167,"6,273.00",Low,,,,
M3,2024,Europe,White,Diesel,Automatic,3.5,152177,69171,"1,758.00",Low,,,,
i3,2017,Asia,Silver,Petrol,Manual,2.7,7928,99826,"1,466.00",Low,,,,
M5,2018,North America,Silver,Diesel,Manual,2.2,24331,64261,"5,829.00",Low,,,,
5 Series,2018,Africa,Silver,Diesel,Automatic,5,118325,82146,"6,971.00",Low,,,,
i3,2010,Europe,Black,Electric,Automatic,2.7,128508,43384,"4,889.00",Low,,,,
5 Series,2016,North America,Silver,Diesel,Automatic,3.7,92551,66238,"5,626.00",Low,,,,
X3,2021,Africa,Blue,Petrol,Manual,4.6,25450,93942,"1,144.00",Low,,,,
X3,2020,Asia,Silver,Hybrid,Manual,4.7,61319,65790,"2,487.00",Low,,,,
X5,2017,Asia,Grey,Electric,Automatic,2.9,28095,93951,"9,155.00",High,,,,
X1,2019,Middle East,Black,Electric,Manual,4.9,24290,94485,"5,963.00",Low,,,,
X6,2012,Africa,Black,Petrol,Manual,4,24217,54575,"2,302.00",Low,,,,
5 Series,2022,Asia,Red,Diesel,Automatic,3.5,25344,76624,"1,096.00",Low,,,,
X1,2015,Middle East,Red,Hybrid,Automatic,3.9,124635,102472,"1,791.00",Low,,,,
3 Series,2020,Middle East,White,Hybrid,Automatic,2.8,63983,112599,"3,615.00",Low,,,,
M3,2012,North America,Red,Diesel,Manual,3,34462,51449,"2,046.00",Low,,,,
M3,2018,Asia,Black,Hybrid,Automatic,3.6,107894,80627,"3,490.00",Low,,,,
X6,2022,Europe,Grey,Electric,Automatic,2.6,140137,78599,"7,281.00",High,,,,
7 Series,2012,Africa,White,Petrol,Automatic,4.2,11956,55795,"3,987.00",Low,,,,
X5,2011,Asia,Silver,Electric,Manual,2.4,195699,66079,"7,393.00",High,,,,
3 Series,2018,South America,White,Diesel,Manual,4.3,161839,100739,"3,473.00",Low,,,,
M5,2024,South America,Silver,Diesel,Automatic,2,137865,69586,"3,444.00",Low,,,,
M3,2020,North America,White,Diesel,Automatic,2.3,27803,45752,"4,819.00",Low,,,,
X3,2022,Europe,Blue,Electric,Manual,4.1,38155,84986,"2,506.00",Low,,,,
X1,2023,Europe,Grey,Electric,Automatic,2.4,186873,45287,"5,731.00",Low,,,,
5 Series,2017,Middle East,White,Petrol,Automatic,4.3,62734,107860,"8,758.00",High,,,,
5 Series,2017,Europe,Silver,Electric,Manual,4.2,21841,94593,"9,879.00",High,,,,
5 Series,2011,South America,Black,Hybrid,Manual,2.4,78964,42963,"7,971.00",High,,,,
5 Series,2015,Africa,Black,Diesel,Automatic,1.8,157052,43439,"3,165.00",Low,,,,
i3,2022,Africa,White,Petrol,Manual,2.1,76989,75371,"3,119.00",Low,,,,
X5,2022,Asia,Red,Electric,Automatic,4.1,76310,115356,"7,173.00",High,,,,
X5,2014,Africa,Grey,Electric,Automatic,4.5,17289,110085,"7,934.00",High,,,,
i8,2023,Africa,Red,Petrol,Manual,2.8,54138,35829,"2,294.00",Low,,,,
7 Series,2021,Africa,Red,Electric,Automatic,2.1,135088,38771,"8,411.00",High,,,,
5 Series,2011,Asia,Blue,Diesel,Manual,1.8,183600,83093,"7,255.00",High,,,,
X3,2014,Asia,Grey,Hybrid,Automatic,2.3,188610,46446,"3,941.00",Low,,,,
i8,2013,Middle East,Red,Electric,Manual,4.9,126272,69662,"8,670.00",High,,,,
X5,2018,North America,Black,Diesel,Automatic,2.1,35081,32557,"9,033.00",High,,,,
3 Series,2021,North America,Black,Diesel,Manual,1.8,69476,110776,"1,905.00",Low,,,,
M3,2010,Middle East,White,Diesel,Manual,4.2,49724,35375,"5,131.00",Low,,,,
M5,2015,Africa,White,Petrol,Automatic,3.7,111756,51885,"1,126.00",Low,,,,
7 Series,2016,North America,Grey,Hybrid,Manual,3.4,179291,107567,"6,305.00",Low,,,,
7 Series,2024,Europe,Black,Petrol,Manual,3.1,196816,58620,"4,141.00",Low,,,,
X1,2021,Africa,White,Petrol,Manual,4,171938,67874,"2,484.00",Low,,,,
3 Series,2015,Middle East,Grey,Petrol,Manual,3.9,119952,57194,"9,063.00",High,,,,
X6,2014,Middle East,Blue,Hybrid,Manual,3,101251,111565,227,Low,,,,
7 Series,2021,Europe,Black,Petrol,Manual,2.3,32717,106234,"8,833.00",High,,,,
5 Series,2013,Asia,Silver,Diesel,Manual,4.4,85476,107905,"4,740.00",Low,,,,
3 Series,2014,Middle East,White,Diesel,Automatic,2.1,39904,97499,"1,219.00",Low,,,,
M5,2018,North America,Silver,Hybrid,Manual,3.4,153227,96780,"5,636.00",Low,,,,
M3,2014,Africa,Red,Hybrid,Automatic,3.9,91073,100725,"4,254.00",Low,,,,
i3,2019,North America,Grey,Diesel,Manual,3.7,84293,39675,"2,460.00",Low,,,,
X3,2024,Africa,White,Electric,Automatic,3.7,76460,65632,966,Low,,,,
i3,2017,Middle East,Black,Electric,Automatic,3.8,77438,62463,"1,724.00",Low,,,,
M3,2016,Asia,Black,Hybrid,Automatic,4.6,94689,68957,"6,460.00",Low,,,,
X5,2013,Middle East,Blue,Petrol,Automatic,2.8,179879,78944,"1,463.00",Low,,,,
X6,2019,South America,Blue,Hybrid,Manual,3.7,63964,48831,"5,305.00",Low,,,,
X1,2014,Europe,Blue,Diesel,Automatic,3.9,137930,64410,"5,345.00",Low,,,,
M5,2016,Africa,Black,Petrol,Manual,3.6,163191,51584,"8,211.00",High,,,,
M3,2015,Asia,White,Electric,Manual,4.7,139401,30841,"2,413.00",Low,,,,
5 Series,2022,South America,Blue,Hybrid,Automatic,3.8,92899,107223,898,Low,,,,
X6,2012,Middle East,Grey,Diesel,Automatic,3,148050,76330,"6,677.00",Low,,,,
X5,2019,Africa,Red,Petrol,Manual,4.5,31031,64096,"8,023.00",High,,,,
7 Series,2024,Europe,Blue,Electric,Automatic,3.2,43329,33622,"7,108.00",High,,,,
X3,2012,Africa,Red,Hybrid,Manual,3.4,133884,74799,"3,438.00",Low,,,,
X1,2011,Africa,White,Diesel,Automatic,3.5,86028,62598,"3,882.00",Low,,,,
M5,2023,North America,Blue,Electric,Manual,2.6,113054,59218,"7,481.00",High,,,,
5 Series,2012,Africa,Blue,Petrol,Automatic,4,51239,67403,"5,484.00",Low,,,,
3 Series,2020,Asia,Red,Hybrid,Manual,1.8,189133,88279,999,Low,,,,
X6,2019,Africa,Black,Electric,Automatic,4.5,55439,113217,"8,091.00",High,,,,
M5,2022,Middle East,Grey,Diesel,Automatic,4.1,96588,100693,"5,697.00",Low,,,,
7 Series,2010,Middle East,Silver,Hybrid,Manual,2.7,117108,32802,"8,640.00",High,,,,
5 Series,2022,Middle East,Blue,Diesel,Manual,2.3,72878,38371,"5,325.00",Low,,,,
X1,2018,Middle East,White,Electric,Manual,2.9,112110,118663,"4,142.00",Low,,,,
M5,2011,Africa,Silver,Diesel,Manual,4.3,102010,67308,"3,600.00",Low,,,,
i3,2021,Europe,Red,Hybrid,Automatic,1.6,21093,72798,"3,511.00",Low,,,,
M3,2022,North America,Black,Diesel,Automatic,3.1,81926,63420,"9,851.00",High,,,,
5 Series,2012,Africa,Black,Hybrid,Manual,2.4,135184,68450,"6,749.00",Low,,,,
X6,2014,Asia,Grey,Petrol,Automatic,4.6,65002,66494,"5,445.00",Low,,,,
X5,2019,Europe,Blue,Electric,Automatic,2.9,172503,104290,"4,780.00",Low,,,,
M5,2021,Europe,Red,Petrol,Manual,3.9,144272,64513,"4,255.00",Low,,,,
M3,2013,South America,Grey,Hybrid,Manual,2.8,88528,34105,"2,898.00",Low,,,,
X1,2022,North America,Silver,Petrol,Automatic,2.7,30069,88312,"6,360.00",Low,,,,
X6,2014,South America,White,Diesel,Automatic,2.6,119256,92082,"5,726.00",Low,,,,
M3,2015,North America,Black,Electric,Automatic,3.9,145129,116172,"5,750.00",Low,,,,
3 Series,2014,South America,White,Hybrid,Automatic,4.9,147784,117694,"2,733.00",Low,,,,
i8,2019,Middle East,Grey,Hybrid,Automatic,2.2,178562,105760,"9,903.00",High,,,,
i8,2010,Asia,Grey,Hybrid,Automatic,3.8,150700,106278,"9,841.00",High,,,,
i8,2015,Asia,Blue,Electric,Manual,2.4,82618,36408,710,Low,,,,
X6,2018,Africa,Blue,Diesel,Manual,3.4,147385,79759,"9,745.00",High,,,,
5 Series,2012,Asia,White,Electric,Automatic,3.4,187389,99956,"7,753.00",High,,,,
X5,2024,Europe,White,Hybrid,Manual,3.1,175135,68740,"6,245.00",Low,,,,
M5,2011,North America,Grey,Diesel,Automatic,3.2,5442,37279,"7,548.00",High,,,,
X3,2015,Africa,Black,Petrol,Manual,4.6,88832,111899,"9,938.00",High,,,,
M5,2021,Asia,Red,Hybrid,Automatic,1.8,194663,75539,"1,595.00",Low,,,,
i8,2023,Middle East,Black,Diesel,Manual,4.4,51207,34442,"2,763.00",Low,,,,
3 Series,2012,Africa,Silver,Electric,Automatic,3.1,38685,51834,"6,263.00",Low,,,,
X5,2013,North America,Blue,Electric,Automatic,2.7,141538,53879,"7,057.00",High,,,,
X3,2015,North America,Black,Diesel,Manual,2.1,8410,44926,"4,502.00",Low,,,,
7 Series,2021,Africa,White,Hybrid,Automatic,4.4,7606,84284,949,Low,,,,
X6,2022,South America,Grey,Petrol,Automatic,3.6,165943,48029,"5,719.00",Low,,,,
M5,2021,South America,Black,Diesel,Manual,4,87500,69591,"7,945.00",High,,,,
M5,2015,Africa,Red,Diesel,Automatic,2.6,192261,35315,"6,327.00",Low,,,,
5 Series,2021,Asia,Silver,Petrol,Automatic,2.9,18079,70694,"5,295.00",Low,,,,
i8,2011,Middle East,Red,Petrol,Automatic,4.7,143170,39213,"8,299.00",High,,,,
X3,2022,Middle East,Red,Petrol,Automatic,4.9,77379,111800,"2,460.00",Low,,,,
i8,2022,Europe,Red,Diesel,Automatic,4.1,186395,86895,"7,007.00",High,,,,
7 Series,2012,Asia,White,Hybrid,Automatic,4.1,127851,40529,"5,283.00",Low,,,,
i3,2022,Asia,Black,Electric,Manual,3.9,26326,50897,"5,659.00",Low,,,,
M3,2018,Africa,Blue,Diesel,Manual,3.6,140886,92158,"5,013.00",Low,,,,
i3,2011,Africa,Red,Hybrid,Automatic,3.6,134014,95523,"8,420.00",High,,,,
3 Series,2012,Europe,Grey,Hybrid,Manual,4.9,91941,35974,"8,783.00",High,,,,
X1,2018,North America,Black,Petrol,Automatic,4.1,32244,83136,"1,479.00",Low,,,,
X1,2013,Africa,White,Diesel,Automatic,3.8,37655,75834,"6,064.00",Low,,,,
i8,2024,South America,White,Diesel,Automatic,2.2,179464,73824,"9,242.00",High,,,,
7 Series,2010,North America,White,Petrol,Manual,4.9,154880,105885,"8,958.00",High,,,,
i3,2020,South America,Blue,Diesel,Manual,3.3,194999,84292,"6,571.00",Low,,,,
X6,2022,Middle East,White,Electric,Manual,4.8,179268,106158,"5,734.00",Low,,,,
i8,2011,North America,Grey,Hybrid,Manual,4,124755,93508,"6,282.00",Low,,,,
X1,2024,Middle East,Black,Electric,Manual,1.6,63449,112556,"6,403.00",Low,,,,
X6,2012,South America,Blue,Diesel,Manual,3.4,83953,50070,"5,961.00",Low,,,,
5 Series,2018,South America,Red,Petrol,Automatic,4.6,66679,63425,"9,891.00",High,,,,
i8,2024,South America,Blue,Petrol,Manual,1.7,101606,78191,"9,305.00",High,,,,
3 Series,2018,Europe,White,Diesel,Manual,4.5,76212,37717,"2,821.00",Low,,,,
3 Series,2020,South America,Grey,Electric,Manual,3.6,177563,76200,"4,121.00",Low,,,,
X3,2024,South America,Grey,Hybrid,Manual,1.7,92934,116694,"2,101.00",Low,,,,
X3,2015,Middle East,White,Diesel,Manual,2.8,70023,104991,"8,258.00",High,,,,
5 Series,2023,Middle East,Blue,Hybrid,Manual,1.6,175878,98550,"6,671.00",Low,,,,
5 Series,2020,South America,Grey,Electric,Automatic,1.5,106135,70833,"6,972.00",Low,,,,
X3,2015,Asia,Blue,Petrol,Automatic,4.6,24790,107375,"1,056.00",Low,,,,
X6,2012,South America,Black,Diesel,Automatic,4.1,59217,31735,"3,767.00",Low,,,,
X3,2014,North America,White,Hybrid,Manual,2.5,183895,57316,"6,382.00",Low,,,,
X3,2024,Europe,Blue,Petrol,Automatic,1.9,194749,57560,"7,761.00",High,,,,
5 Series,2020,South America,Silver,Electric,Manual,1.7,197895,111222,"7,618.00",High,,,,
X5,2013,North America,Black,Petrol,Automatic,4.7,144556,57716,"4,346.00",Low,,,,
X3,2019,Asia,Blue,Petrol,Manual,3.7,176936,60279,500,Low,,,,
M5,2019,Middle East,White,Petrol,Automatic,2.1,159463,85373,140,Low,,,,
X5,2021,Europe,Black,Diesel,Manual,3.9,175214,44977,"2,287.00",Low,,,,
X3,2018,Middle East,Silver,Diesel,Automatic,5,185874,32414,"6,776.00",Low,,,,
M5,2018,Middle East,Grey,Hybrid,Manual,4.3,56850,81586,"7,321.00",High,,,,
i3,2010,Asia,Blue,Hybrid,Manual,3.1,13705,94113,"6,702.00",Low,,,,
M3,2017,Asia,Silver,Hybrid,Manual,4.3,1033,99265,"1,229.00",Low,,,,
3 Series,2024,Middle East,Blue,Diesel,Manual,4.1,66887,113281,"9,870.00",High,,,,
i8,2018,South America,Blue,Diesel,Manual,1.8,42155,78471,"9,776.00",High,,,,
M5,2014,Africa,Silver,Diesel,Manual,4.7,85689,52574,"2,154.00",Low,,,,
X3,2013,North America,Grey,Electric,Automatic,4.6,181205,62632,"2,013.00",Low,,,,
3 Series,2019,Africa,Silver,Petrol,Automatic,3.6,161251,94393,"7,130.00",High,,,,
M3,2013,South America,White,Diesel,Manual,3.3,24334,81474,"5,404.00",Low,,,,
i3,2011,Europe,Blue,Hybrid,Automatic,2.3,153866,34167,"1,668.00",Low,,,,
M3,2018,Asia,Blue,Hybrid,Automatic,4.4,1537,70402,"1,357.00",Low,,,,
X5,2014,South America,Silver,Petrol,Manual,3,38824,69214,"8,913.00",High,,,,
X1,2020,Africa,Silver,Hybrid,Automatic,3.5,97071,55574,"4,059.00",Low,,,,
5 Series,2012,Africa,Blue,Petrol,Automatic,2.1,19752,73413,133,Low,,,,
i3,2015,Middle East,Red,Diesel,Manual,2.2,131058,76995,"2,150.00",Low,,,,
X5,2018,Europe,Red,Electric,Automatic,4.9,139262,93197,"9,619.00",High,,,,
M3,2018,Africa,Grey,Electric,Manual,3.2,74615,105360,722,Low,,,,
X3,2021,North America,Grey,Hybrid,Automatic,4.4,89748,91580,"4,796.00",Low,,,,
M3,2022,South America,White,Petrol,Automatic,4.4,60777,71933,"3,847.00",Low,,,,
X5,2014,South America,Red,Petrol,Automatic,4.9,6286,32919,"4,156.00",Low,,,,
7 Series,2017,South America,Blue,Hybrid,Automatic,4.9,89012,64099,"5,012.00",Low,,,,
7 Series,2013,Asia,Red,Petrol,Manual,3.1,104753,30768,"6,935.00",Low,,,,
7 Series,2014,Africa,Silver,Hybrid,Manual,4.8,74469,117456,"5,177.00",Low,,,,
5 Series,2016,South America,Silver,Petrol,Manual,2.8,40681,112455,"4,561.00",Low,,,,
7 Series,2016,Middle East,Silver,Electric,Manual,3.6,155920,72038,"3,914.00",Low,,,,
X3,2022,Europe,Black,Electric,Manual,4.4,63071,91200,"7,872.00",High,,,,
X6,2016,Africa,Blue,Diesel,Automatic,4.7,47505,91171,"4,358.00",Low,,,,
X3,2017,North America,Red,Diesel,Manual,3.3,101744,41114,"3,104.00",Low,,,,
X3,2020,South America,Red,Hybrid,Manual,3,196795,54856,"5,650.00",Low,,,,
3 Series,2014,Middle East,Red,Diesel,Manual,4,93081,32256,"5,919.00",Low,,,,
M5,2024,South America,White,Hybrid,Manual,3.1,79076,95777,"8,030.00",High,,,,
5 Series,2010,Africa,Grey,Diesel,Manual,3.9,19785,35762,"4,053.00",Low,,,,
X6,2020,Asia,Silver,Petrol,Manual,4.3,66385,87499,"4,303.00",Low,,,,
i3,2018,Europe,Red,Petrol,Automatic,4.4,72249,57389,"6,669.00",Low,,,,
X1,2018,North America,Red,Hybrid,Automatic,2.4,129086,33540,"9,245.00",High,,,,
5 Series,2024,Asia,Red,Diesel,Automatic,3.5,105204,85487,"9,129.00",High,,,,
X5,2016,Europe,Black,Diesel,Manual,1.6,124985,98903,"6,161.00",Low,,,,
X5,2021,Middle East,Black,Electric,Manual,4.3,81590,47789,"8,820.00",High,,,,
M3,2015,Middle East,Grey,Electric,Manual,1.9,145968,70256,"9,507.00",High,,,,
3 Series,2022,Asia,Red,Petrol,Manual,4.6,171792,57729,"7,534.00",High,,,,
X3,2022,South America,Grey,Electric,Manual,2.9,177233,88584,"2,017.00",Low,,,,
M5,2014,North America,Red,Hybrid,Automatic,2.1,1299,83945,"1,884.00",Low,,,,
X5,2014,Middle East,Silver,Petrol,Manual,4.3,40823,37073,"2,967.00",Low,,,,
X1,2024,Africa,Grey,Hybrid,Automatic,2.2,60640,32884,740,Low,,,,
X1,2012,Asia,Black,Diesel,Manual,2.9,70619,106933,"2,502.00",Low,,,,
7 Series,2019,Middle East,Blue,Diesel,Automatic,3.5,53013,51823,"3,846.00",Low,,,,
X3,2010,Africa,Black,Diesel,Manual,2.8,131061,76555,"3,785.00",Low,,,,
i8,2015,South America,Red,Petrol,Automatic,2.1,190011,47882,"1,859.00",Low,,,,
5 Series,2017,North America,Grey,Electric,Manual,2.9,177110,30213,"8,952.00",High,,,,
i8,2023,Asia,White,Electric,Automatic,2,74530,48801,"2,610.00",Low,,,,
X1,2011,Europe,Black,Electric,Automatic,4,70360,43022,"4,258.00",Low,,,,
X3,2017,North America,Blue,Petrol,Automatic,2.1,57681,50234,"7,288.00",High,,,,
M5,2017,Middle East,Red,Electric,Manual,3.2,85107,107843,"8,717.00",High,,,,
3 Series,2019,Asia,Black,Petrol,Manual,3.5,158008,116744,769,Low,,,,
i3,2017,Europe,Black,Hybrid,Automatic,4.8,4156,112028,"4,380.00",Low,,,,
X3,2019,Africa,Silver,Diesel,Automatic,1.8,144302,32192,398,Low,,,,
3 Series,2024,North America,Red,Diesel,Automatic,4.8,144746,41014,"5,785.00",Low,,,,
X6,2012,Asia,Black,Petrol,Automatic,2.2,44297,76467,"1,363.00",Low,,,,
X6,2019,South America,Silver,Hybrid,Manual,4.4,24606,80280,"7,178.00",High,,,,
i8,2017,Africa,Blue,Hybrid,Automatic,1.8,193896,103112,349,Low,,,,
M3,2020,Middle East,Black,Diesel,Manual,5,141586,39258,512,Low,,,,
X1,2024,North America,White,Diesel,Automatic,4.3,138055,69207,"8,975.00",High,,,,
X3,2021,Europe,Blue,Diesel,Automatic,1.7,131399,42949,"7,709.00",High,,,,
3 Series,2021,Middle East,Blue,Hybrid,Automatic,2.2,165179,39170,577,Low,,,,
5 Series,2023,Middle East,Blue,Hybrid,Automatic,3.4,196997,112684,"2,729.00",Low,,,,
X6,2013,Asia,Black,Electric,Manual,3.3,72567,45889,546,Low,,,,
i8,2012,Europe,Black,Diesel,Automatic,3.7,162360,101526,204,Low,,,,
M5,2020,Middle East,Blue,Electric,Automatic,3.1,65011,60373,"6,105.00",Low,,,,
X5,2018,North America,White,Diesel,Automatic,4.1,70336,65780,"3,419.00",Low,,,,
M5,2017,Europe,Grey,Hybrid,Manual,2.7,139697,110423,"8,130.00",High,,,,
5 Series,2019,North America,Red,Hybrid,Automatic,2.1,184856,118106,"8,001.00",High,,,,
i8,2022,Middle East,Blue,Diesel,Automatic,1.6,199941,101427,"5,428.00",Low,,,,
i3,2022,Africa,Blue,Hybrid,Automatic,2.6,160214,103066,"4,356.00",Low,,,,
M3,2011,North America,Blue,Diesel,Manual,3,116693,62629,"9,172.00",High,,,,
7 Series,2022,Middle East,Blue,Petrol,Automatic,3.8,31420,98014,"9,655.00",High,,,,
M3,2022,South America,Blue,Hybrid,Manual,4.3,151788,106819,"7,882.00",High,,,,
5 Series,2024,Asia,Silver,Diesel,Automatic,2.3,183141,34769,"7,168.00",High,,,,
X3,2022,Africa,White,Hybrid,Manual,3.2,45280,55157,"2,219.00",Low,,,,
i3,2023,Middle East,Blue,Diesel,Automatic,2.3,93719,113869,"8,415.00",High,,,,
M3,2017,North America,White,Electric,Automatic,4.8,194077,73889,270,Low,,,,
X1,2020,Asia,Silver,Electric,Automatic,3.8,24114,56381,"1,140.00",Low,,,,
X5,2020,Africa,White,Hybrid,Automatic,3.9,27374,89515,"6,281.00",Low,,,,
X6,2012,Europe,Black,Diesel,Automatic,3.4,131754,82564,"4,747.00",Low,,,,
i3,2019,South America,White,Petrol,Automatic,2.5,71922,60236,"6,927.00",Low,,,,
X1,2021,Africa,Red,Diesel,Manual,2.2,58603,39394,"5,054.00",Low,,,,
i3,2023,Africa,Grey,Electric,Automatic,3.8,111744,45972,"5,759.00",Low,,,,
7 Series,2015,Asia,Red,Diesel,Automatic,4.7,143823,89366,"6,889.00",Low,,,,
X5,2014,South America,Red,Petrol,Manual,2.2,178862,75045,"8,059.00",High,,,,
X3,2017,Europe,Blue,Diesel,Manual,3.5,190994,110989,"6,250.00",Low,,,,
X3,2018,Middle East,White,Electric,Manual,3.4,12195,98517,"7,456.00",High,,,,
i3,2020,South America,Black,Petrol,Automatic,3.7,57023,111489,"4,891.00",Low,,,,
X1,2016,Asia,Blue,Diesel,Automatic,3.6,160987,57040,"9,700.00",High,,,,
7 Series,2015,South America,Black,Hybrid,Manual,2.5,198148,88834,"5,868.00",Low,,,,
7 Series,2015,Europe,Black,Hybrid,Automatic,3.9,68911,109432,"8,419.00",High,,,,
5 Series,2010,Europe,Red,Hybrid,Automatic,2.5,10650,77993,"4,435.00",Low,,,,
M3,2014,South America,Silver,Diesel,Manual,3.8,84561,115624,"1,959.00",Low,,,,
7 Series,2023,North America,Blue,Hybrid,Manual,2.5,106827,66498,"8,129.00",High,,,,
M5,2017,Asia,Grey,Electric,Automatic,1.8,94021,93452,"6,799.00",Low,,,,
3 Series,2015,South America,Grey,Diesel,Automatic,1.9,117178,50400,"6,815.00",Low,,,,
M5,2021,Middle East,Red,Hybrid,Manual,4.4,31872,82357,"8,946.00",High,,,,
7 Series,2010,Europe,Red,Hybrid,Automatic,1.9,195242,37646,"7,865.00",High,,,,
X1,2024,North America,Grey,Hybrid,Manual,2.7,142080,82125,"3,933.00",Low,,,,
i3,2024,South America,Grey,Hybrid,Automatic,2.5,24731,93993,"9,162.00",High,,,,
M5,2014,Europe,Black,Electric,Manual,1.7,195080,88325,"4,465.00",Low,,,,
3 Series,2022,South America,Red,Hybrid,Manual,3.6,62515,86359,"8,889.00",High,,,,
M5,2020,North America,Blue,Diesel,Manual,4.3,131861,65078,"4,809.00",Low,,,,
i8,2021,Europe,Silver,Hybrid,Automatic,5,166570,109364,"6,433.00",Low,,,,
5 Series,2014,North America,Blue,Petrol,Manual,4.8,8068,52727,"9,479.00",High,,,,
